candidate_model_id,prompt_id,prompt_category,word_count,minimum_words,status,reason
anthropic/claude-sonnet-4.6,profile_public_defender,profile,1294,200,ok,
anthropic/claude-sonnet-4.6,profile_school_custodian,profile,1346,200,ok,
deepseek/deepseek-v3.2,explain_food_recall,explain,544,120,ok,
deepseek/deepseek-v3.2,explain_heat_pumps,explain,526,120,ok,
deepseek/deepseek-v3.2,explain_municipal_bonds,explain,434,120,ok,
deepseek/deepseek-v3.2,explain_property_tax,explain,543,120,ok,
deepseek/deepseek-v3.2,howto_neighborhood_meeting,service_howto,643,140,ok,
deepseek/deepseek-v3.2,howto_report_water_leak,service_howto,699,120,ok,
deepseek/deepseek-v3.2,howto_school_board_comment,service_howto,716,140,ok,
deepseek/deepseek-v3.2,memo_budget_freeze,memo,501,100,ok,
deepseek/deepseek-v3.2,memo_incident_response,memo,292,100,ok,
deepseek/deepseek-v3.2,memo_remote_work_policy,memo,590,100,ok,
deepseek/deepseek-v3.2,memo_schedule_change,memo,290,100,ok,
deepseek/deepseek-v3.2,oped_bus_lanes,persuasion_oped,408,200,ok,
deepseek/deepseek-v3.2,oped_corner_store,persuasion_oped,383,200,ok,
deepseek/deepseek-v3.2,oped_library_hours,persuasion_oped,621,200,ok,
deepseek/deepseek-v3.2,personal_first_day_union_job,personal_nonfiction,774,200,ok,
deepseek/deepseek-v3.2,personal_night_shift_bus,personal_nonfiction,626,200,ok,
deepseek/deepseek-v3.2,personal_public_pool,personal_nonfiction,647,200,ok,
deepseek/deepseek-v3.2,profile_ferry_captain,profile,441,200,ok,
deepseek/deepseek-v3.2,profile_public_defender,profile,659,200,ok,
deepseek/deepseek-v3.2,profile_school_custodian,profile,603,200,ok,
google/gemini-3.1-flash-lite-preview,explain_food_recall,explain,537,120,ok,
google/gemini-3.1-flash-lite-preview,explain_heat_pumps,explain,387,120,ok,
google/gemini-3.1-flash-lite-preview,explain_municipal_bonds,explain,522,120,ok,
google/gemini-3.1-flash-lite-preview,explain_property_tax,explain,578,120,ok,
google/gemini-3.1-flash-lite-preview,howto_neighborhood_meeting,service_howto,692,140,ok,
google/gemini-3.1-flash-lite-preview,howto_report_water_leak,service_howto,652,120,ok,
google/gemini-3.1-flash-lite-preview,howto_school_board_comment,service_howto,704,140,ok,
google/gemini-3.1-flash-lite-preview,memo_budget_freeze,memo,422,100,ok,
google/gemini-3.1-flash-lite-preview,memo_incident_response,memo,337,100,ok,
google/gemini-3.1-flash-lite-preview,memo_remote_work_policy,memo,437,100,ok,
google/gemini-3.1-flash-lite-preview,memo_schedule_change,memo,315,100,ok,
google/gemini-3.1-flash-lite-preview,oped_bus_lanes,persuasion_oped,538,200,ok,
google/gemini-3.1-flash-lite-preview,oped_corner_store,persuasion_oped,526,200,ok,
google/gemini-3.1-flash-lite-preview,oped_library_hours,persuasion_oped,601,200,ok,
google/gemini-3.1-flash-lite-preview,personal_first_day_union_job,personal_nonfiction,642,200,ok,
google/gemini-3.1-flash-lite-preview,personal_night_shift_bus,personal_nonfiction,728,200,ok,
google/gemini-3.1-flash-lite-preview,personal_public_pool,personal_nonfiction,667,200,ok,
google/gemini-3.1-flash-lite-preview,profile_ferry_captain,profile,609,200,ok,
google/gemini-3.1-flash-lite-preview,profile_public_defender,profile,745,200,ok,
google/gemini-3.1-flash-lite-preview,profile_school_custodian,profile,654,200,ok,
google/gemini-3.1-pro-preview,explain_food_recall,explain,812,120,ok,
google/gemini-3.1-pro-preview,explain_heat_pumps,explain,560,120,ok,
google/gemini-3.1-pro-preview,explain_municipal_bonds,explain,618,120,ok,
google/gemini-3.1-pro-preview,explain_property_tax,explain,777,120,ok,
google/gemini-3.1-pro-preview,howto_neighborhood_meeting,service_howto,769,140,ok,
google/gemini-3.1-pro-preview,howto_report_water_leak,service_howto,691,120,ok,
google/gemini-3.1-pro-preview,howto_school_board_comment,service_howto,788,140,ok,
google/gemini-3.1-pro-preview,memo_budget_freeze,memo,472,100,ok,
google/gemini-3.1-pro-preview,memo_incident_response,memo,448,100,ok,
google/gemini-3.1-pro-preview,memo_remote_work_policy,memo,548,100,ok,
google/gemini-3.1-pro-preview,memo_schedule_change,memo,376,100,ok,
google/gemini-3.1-pro-preview,oped_bus_lanes,persuasion_oped,707,200,ok,
google/gemini-3.1-pro-preview,oped_corner_store,persuasion_oped,598,200,ok,
google/gemini-3.1-pro-preview,oped_library_hours,persuasion_oped,588,200,ok,
google/gemini-3.1-pro-preview,personal_first_day_union_job,personal_nonfiction,948,200,ok,
google/gemini-3.1-pro-preview,personal_night_shift_bus,personal_nonfiction,790,200,ok,
google/gemini-3.1-pro-preview,personal_public_pool,personal_nonfiction,683,200,ok,
google/gemini-3.1-pro-preview,profile_ferry_captain,profile,803,200,ok,
google/gemini-3.1-pro-preview,profile_public_defender,profile,885,200,ok,
google/gemini-3.1-pro-preview,profile_school_custodian,profile,712,200,ok,
minimax/minimax-m2.5,explain_food_recall,explain,564,120,ok,
minimax/minimax-m2.5,explain_heat_pumps,explain,284,120,ok,
minimax/minimax-m2.5,explain_municipal_bonds,explain,691,120,ok,
minimax/minimax-m2.5,explain_property_tax,explain,822,120,ok,
minimax/minimax-m2.5,howto_neighborhood_meeting,service_howto,638,140,ok,
minimax/minimax-m2.5,howto_report_water_leak,service_howto,711,120,ok,
minimax/minimax-m2.5,howto_school_board_comment,service_howto,711,140,ok,
minimax/minimax-m2.5,memo_budget_freeze,memo,738,100,ok,
minimax/minimax-m2.5,memo_incident_response,memo,353,100,ok,
minimax/minimax-m2.5,memo_remote_work_policy,memo,546,100,ok,
minimax/minimax-m2.5,memo_schedule_change,memo,226,100,ok,
minimax/minimax-m2.5,oped_bus_lanes,persuasion_oped,676,200,ok,
minimax/minimax-m2.5,oped_corner_store,persuasion_oped,745,200,ok,
minimax/minimax-m2.5,oped_library_hours,persuasion_oped,575,200,ok,
minimax/minimax-m2.5,personal_first_day_union_job,personal_nonfiction,1167,200,ok,
minimax/minimax-m2.5,personal_night_shift_bus,personal_nonfiction,1446,200,ok,
minimax/minimax-m2.5,personal_public_pool,personal_nonfiction,1336,200,ok,
minimax/minimax-m2.5,profile_ferry_captain,profile,1139,200,ok,
minimax/minimax-m2.5,profile_public_defender,profile,1508,200,ok,
minimax/minimax-m2.5,profile_school_custodian,profile,1599,200,ok,
moonshotai/kimi-k2.5,explain_food_recall,explain,853,120,ok,
moonshotai/kimi-k2.5,explain_heat_pumps,explain,293,120,ok,
moonshotai/kimi-k2.5,explain_municipal_bonds,explain,503,120,ok,
moonshotai/kimi-k2.5,explain_property_tax,explain,1028,120,ok,
moonshotai/kimi-k2.5,howto_neighborhood_meeting,service_howto,849,140,ok,
moonshotai/kimi-k2.5,howto_report_water_leak,service_howto,928,120,ok,
moonshotai/kimi-k2.5,howto_school_board_comment,service_howto,1052,140,ok,
moonshotai/kimi-k2.5,memo_budget_freeze,memo,490,100,ok,
moonshotai/kimi-k2.5,memo_incident_response,memo,380,100,ok,
moonshotai/kimi-k2.5,memo_remote_work_policy,memo,491,100,ok,
moonshotai/kimi-k2.5,memo_schedule_change,memo,387,100,ok,
moonshotai/kimi-k2.5,oped_bus_lanes,persuasion_oped,687,200,ok,
moonshotai/kimi-k2.5,oped_corner_store,persuasion_oped,615,200,ok,
moonshotai/kimi-k2.5,oped_library_hours,persuasion_oped,594,200,ok,
moonshotai/kimi-k2.5,personal_first_day_union_job,personal_nonfiction,1247,200,ok,
moonshotai/kimi-k2.5,personal_night_shift_bus,personal_nonfiction,1013,200,ok,
moonshotai/kimi-k2.5,personal_public_pool,personal_nonfiction,839,200,ok,
moonshotai/kimi-k2.5,profile_ferry_captain,profile,739,200,ok,
moonshotai/kimi-k2.5,profile_public_defender,profile,1005,200,ok,
moonshotai/kimi-k2.5,profile_school_custodian,profile,880,200,ok,
openai/gpt-5.3-chat,explain_food_recall,explain,431,120,ok,
openai/gpt-5.3-chat,explain_heat_pumps,explain,203,120,ok,
openai/gpt-5.3-chat,explain_municipal_bonds,explain,428,120,ok,
openai/gpt-5.3-chat,explain_property_tax,explain,402,120,ok,
openai/gpt-5.3-chat,howto_neighborhood_meeting,service_howto,524,140,ok,
openai/gpt-5.3-chat,howto_report_water_leak,service_howto,422,120,ok,
openai/gpt-5.3-chat,howto_school_board_comment,service_howto,507,140,ok,
openai/gpt-5.3-chat,memo_budget_freeze,memo,321,100,ok,
openai/gpt-5.3-chat,memo_incident_response,memo,366,100,ok,
openai/gpt-5.3-chat,memo_remote_work_policy,memo,332,100,ok,
openai/gpt-5.3-chat,memo_schedule_change,memo,188,100,ok,
openai/gpt-5.3-chat,oped_bus_lanes,persuasion_oped,411,200,ok,
openai/gpt-5.3-chat,oped_corner_store,persuasion_oped,444,200,ok,
openai/gpt-5.3-chat,oped_library_hours,persuasion_oped,359,200,ok,
openai/gpt-5.3-chat,personal_first_day_union_job,personal_nonfiction,787,200,ok,
openai/gpt-5.3-chat,personal_night_shift_bus,personal_nonfiction,972,200,ok,
openai/gpt-5.3-chat,personal_public_pool,personal_nonfiction,849,200,ok,
openai/gpt-5.3-chat,profile_ferry_captain,profile,345,200,ok,
openai/gpt-5.3-chat,profile_public_defender,profile,640,200,ok,
openai/gpt-5.3-chat,profile_school_custodian,profile,474,200,ok,
openai/gpt-5.4,explain_food_recall,explain,1169,120,ok,
openai/gpt-5.4,explain_heat_pumps,explain,247,120,ok,
openai/gpt-5.4,explain_municipal_bonds,explain,692,120,ok,
openai/gpt-5.4,explain_property_tax,explain,1444,120,ok,
openai/gpt-5.4,howto_neighborhood_meeting,service_howto,2502,140,ok,
openai/gpt-5.4,howto_report_water_leak,service_howto,1355,120,ok,
openai/gpt-5.4,howto_school_board_comment,service_howto,1968,140,ok,
openai/gpt-5.4,memo_budget_freeze,memo,580,100,ok,
openai/gpt-5.4,memo_incident_response,memo,588,100,ok,
openai/gpt-5.4,memo_remote_work_policy,memo,892,100,ok,
openai/gpt-5.4,memo_schedule_change,memo,264,100,ok,
openai/gpt-5.4,oped_bus_lanes,persuasion_oped,862,200,ok,
openai/gpt-5.4,oped_corner_store,persuasion_oped,744,200,ok,
openai/gpt-5.4,oped_library_hours,persuasion_oped,986,200,ok,
openai/gpt-5.4,personal_first_day_union_job,personal_nonfiction,1732,200,ok,
openai/gpt-5.4,personal_night_shift_bus,personal_nonfiction,2415,200,ok,
openai/gpt-5.4,personal_public_pool,personal_nonfiction,2040,200,ok,
openai/gpt-5.4,profile_ferry_captain,profile,2228,200,ok,
openai/gpt-5.4,profile_public_defender,profile,1392,200,ok,
openai/gpt-5.4,profile_school_custodian,profile,1753,200,ok,
qwen/qwen3.5-35b-a3b,explain_food_recall,explain,757,120,ok,
qwen/qwen3.5-35b-a3b,explain_heat_pumps,explain,1135,120,ok,
qwen/qwen3.5-35b-a3b,explain_municipal_bonds,explain,711,120,ok,
qwen/qwen3.5-35b-a3b,explain_property_tax,explain,832,120,ok,
qwen/qwen3.5-35b-a3b,howto_neighborhood_meeting,service_howto,916,140,ok,
qwen/qwen3.5-35b-a3b,howto_report_water_leak,service_howto,840,120,ok,
qwen/qwen3.5-35b-a3b,howto_school_board_comment,service_howto,1628,140,ok,
qwen/qwen3.5-35b-a3b,memo_budget_freeze,memo,445,100,ok,
qwen/qwen3.5-35b-a3b,memo_incident_response,memo,796,100,ok,
qwen/qwen3.5-35b-a3b,memo_remote_work_policy,memo,1223,100,ok,
qwen/qwen3.5-35b-a3b,memo_schedule_change,memo,322,100,ok,
qwen/qwen3.5-35b-a3b,oped_bus_lanes,persuasion_oped,796,200,ok,
qwen/qwen3.5-35b-a3b,oped_corner_store,persuasion_oped,1280,200,ok,
qwen/qwen3.5-35b-a3b,oped_library_hours,persuasion_oped,612,200,ok,
qwen/qwen3.5-35b-a3b,personal_first_day_union_job,personal_nonfiction,971,200,ok,
qwen/qwen3.5-35b-a3b,personal_night_shift_bus,personal_nonfiction,1610,200,ok,
qwen/qwen3.5-35b-a3b,personal_public_pool,personal_nonfiction,1150,200,ok,
qwen/qwen3.5-35b-a3b,profile_ferry_captain,profile,785,200,ok,
qwen/qwen3.5-35b-a3b,profile_public_defender,profile,991,200,ok,
qwen/qwen3.5-35b-a3b,profile_school_custodian,profile,931,200,ok,
x-ai/grok-4.1-fast,explain_food_recall,explain,581,120,ok,
x-ai/grok-4.1-fast,explain_heat_pumps,explain,379,120,ok,
x-ai/grok-4.1-fast,explain_municipal_bonds,explain,364,120,ok,
x-ai/grok-4.1-fast,explain_property_tax,explain,643,120,ok,
x-ai/grok-4.1-fast,howto_neighborhood_meeting,service_howto,735,140,ok,
x-ai/grok-4.1-fast,howto_report_water_leak,service_howto,721,120,ok,
x-ai/grok-4.1-fast,howto_school_board_comment,service_howto,763,140,ok,
x-ai/grok-4.1-fast,memo_budget_freeze,memo,374,100,ok,
x-ai/grok-4.1-fast,memo_incident_response,memo,347,100,ok,
x-ai/grok-4.1-fast,memo_remote_work_policy,memo,386,100,ok,
x-ai/grok-4.1-fast,memo_schedule_change,memo,245,100,ok,
x-ai/grok-4.1-fast,oped_bus_lanes,persuasion_oped,575,200,ok,
x-ai/grok-4.1-fast,oped_corner_store,persuasion_oped,626,200,ok,
x-ai/grok-4.1-fast,oped_library_hours,persuasion_oped,562,200,ok,
x-ai/grok-4.1-fast,personal_first_day_union_job,personal_nonfiction,839,200,ok,
x-ai/grok-4.1-fast,personal_night_shift_bus,personal_nonfiction,1041,200,ok,
x-ai/grok-4.1-fast,personal_public_pool,personal_nonfiction,1084,200,ok,
x-ai/grok-4.1-fast,profile_ferry_captain,profile,922,200,ok,
x-ai/grok-4.1-fast,profile_public_defender,profile,825,200,ok,
x-ai/grok-4.1-fast,profile_school_custodian,profile,594,200,ok,
z-ai/glm-5,explain_food_recall,explain,715,120,ok,
z-ai/glm-5,explain_heat_pumps,explain,286,120,ok,
z-ai/glm-5,explain_municipal_bonds,explain,730,120,ok,
z-ai/glm-5,explain_property_tax,explain,795,120,ok,
z-ai/glm-5,howto_neighborhood_meeting,service_howto,752,140,ok,
z-ai/glm-5,howto_report_water_leak,service_howto,782,120,ok,
z-ai/glm-5,howto_school_board_comment,service_howto,940,140,ok,
z-ai/glm-5,memo_budget_freeze,memo,467,100,ok,
z-ai/glm-5,memo_incident_response,memo,434,100,ok,
z-ai/glm-5,memo_remote_work_policy,memo,496,100,ok,
z-ai/glm-5,memo_schedule_change,memo,362,100,ok,
z-ai/glm-5,oped_bus_lanes,persuasion_oped,592,200,ok,
z-ai/glm-5,oped_corner_store,persuasion_oped,660,200,ok,
z-ai/glm-5,oped_library_hours,persuasion_oped,570,200,ok,
z-ai/glm-5,personal_first_day_union_job,personal_nonfiction,842,200,ok,
z-ai/glm-5,personal_night_shift_bus,personal_nonfiction,672,200,ok,
z-ai/glm-5,personal_public_pool,personal_nonfiction,978,200,ok,
z-ai/glm-5,profile_ferry_captain,profile,837,200,ok,
z-ai/glm-5,profile_public_defender,profile,992,200,ok,
z-ai/glm-5,profile_school_custodian,profile,908,200,ok,
