candidate_model_id,prompt_id,score
anthropic/claude-sonnet-4.6,oped_library_hours,4.7619
anthropic/claude-sonnet-4.6,personal_first_day_union_job,4.8571
anthropic/claude-sonnet-4.6,personal_night_shift_bus,4.7619
anthropic/claude-sonnet-4.6,personal_public_pool,4.7619
anthropic/claude-sonnet-4.6,profile_ferry_captain,4.8571
anthropic/claude-sonnet-4.6,profile_public_defender,4.9048
anthropic/claude-sonnet-4.6,profile_school_custodian,4.8571
deepseek/deepseek-v3.2,explain_food_recall,4.8214
deepseek/deepseek-v3.2,explain_heat_pumps,4.5714
deepseek/deepseek-v3.2,explain_municipal_bonds,4.8214
deepseek/deepseek-v3.2,explain_property_tax,4.6786
deepseek/deepseek-v3.2,howto_neighborhood_meeting,4.7857
deepseek/deepseek-v3.2,howto_report_water_leak,4.7857
deepseek/deepseek-v3.2,howto_school_board_comment,4.8214
deepseek/deepseek-v3.2,memo_budget_freeze,4.6429
deepseek/deepseek-v3.2,memo_incident_response,4.6786
deepseek/deepseek-v3.2,memo_remote_work_policy,4.3929
deepseek/deepseek-v3.2,memo_schedule_change,4.6786
deepseek/deepseek-v3.2,oped_bus_lanes,4.6071
deepseek/deepseek-v3.2,oped_corner_store,4.3571
deepseek/deepseek-v3.2,oped_library_hours,4.4643
deepseek/deepseek-v3.2,personal_first_day_union_job,4.8214
deepseek/deepseek-v3.2,personal_night_shift_bus,4.6786
deepseek/deepseek-v3.2,personal_public_pool,4.6786
deepseek/deepseek-v3.2,profile_ferry_captain,4.7857
deepseek/deepseek-v3.2,profile_public_defender,4.5
deepseek/deepseek-v3.2,profile_school_custodian,4.5357
google/gemini-3.1-flash-lite-preview,explain_food_recall,4.6667
google/gemini-3.1-flash-lite-preview,explain_heat_pumps,4.5714
google/gemini-3.1-flash-lite-preview,explain_municipal_bonds,4.7143
google/gemini-3.1-flash-lite-preview,explain_property_tax,4.619
google/gemini-3.1-flash-lite-preview,howto_neighborhood_meeting,4.6667
google/gemini-3.1-flash-lite-preview,howto_report_water_leak,4.7143
google/gemini-3.1-flash-lite-preview,howto_school_board_comment,4.7619
google/gemini-3.1-flash-lite-preview,memo_budget_freeze,4.3333
google/gemini-3.1-flash-lite-preview,memo_incident_response,4.5238
google/gemini-3.1-flash-lite-preview,memo_remote_work_policy,4.619
google/gemini-3.1-flash-lite-preview,memo_schedule_change,4.7143
google/gemini-3.1-flash-lite-preview,oped_bus_lanes,4.381
google/gemini-3.1-flash-lite-preview,oped_corner_store,4.4286
google/gemini-3.1-flash-lite-preview,oped_library_hours,4.4286
google/gemini-3.1-flash-lite-preview,personal_first_day_union_job,4.7619
google/gemini-3.1-flash-lite-preview,personal_night_shift_bus,4.2381
google/gemini-3.1-flash-lite-preview,personal_public_pool,4.381
google/gemini-3.1-flash-lite-preview,profile_ferry_captain,4.5238
google/gemini-3.1-flash-lite-preview,profile_public_defender,4.5714
google/gemini-3.1-flash-lite-preview,profile_school_custodian,4.7143
google/gemini-3.1-pro-preview,explain_food_recall,4.7619
google/gemini-3.1-pro-preview,explain_heat_pumps,4.5238
google/gemini-3.1-pro-preview,explain_municipal_bonds,4.7143
google/gemini-3.1-pro-preview,explain_property_tax,4.7143
google/gemini-3.1-pro-preview,howto_neighborhood_meeting,4.7619
google/gemini-3.1-pro-preview,howto_report_water_leak,4.8571
google/gemini-3.1-pro-preview,howto_school_board_comment,4.8095
google/gemini-3.1-pro-preview,memo_budget_freeze,4.5714
google/gemini-3.1-pro-preview,memo_incident_response,4.7143
google/gemini-3.1-pro-preview,memo_remote_work_policy,4.6667
google/gemini-3.1-pro-preview,memo_schedule_change,4.7143
google/gemini-3.1-pro-preview,oped_bus_lanes,4.619
google/gemini-3.1-pro-preview,oped_corner_store,4.6667
google/gemini-3.1-pro-preview,oped_library_hours,4.4762
google/gemini-3.1-pro-preview,personal_first_day_union_job,4.8571
google/gemini-3.1-pro-preview,personal_night_shift_bus,4.7143
google/gemini-3.1-pro-preview,personal_public_pool,4.7143
google/gemini-3.1-pro-preview,profile_ferry_captain,4.7619
google/gemini-3.1-pro-preview,profile_public_defender,4.9048
google/gemini-3.1-pro-preview,profile_school_custodian,4.7619
minimax/minimax-m2.5,explain_food_recall,4.75
minimax/minimax-m2.5,explain_heat_pumps,4.7143
minimax/minimax-m2.5,explain_municipal_bonds,4.7857
minimax/minimax-m2.5,explain_property_tax,4.7143
minimax/minimax-m2.5,howto_neighborhood_meeting,4.7857
minimax/minimax-m2.5,howto_report_water_leak,4.7143
minimax/minimax-m2.5,howto_school_board_comment,4.7143
minimax/minimax-m2.5,memo_budget_freeze,4.4286
minimax/minimax-m2.5,memo_incident_response,4.5
minimax/minimax-m2.5,memo_remote_work_policy,4.7143
minimax/minimax-m2.5,memo_schedule_change,4.1429
minimax/minimax-m2.5,oped_bus_lanes,4.5714
minimax/minimax-m2.5,oped_corner_store,4.5357
minimax/minimax-m2.5,oped_library_hours,4.3214
minimax/minimax-m2.5,personal_first_day_union_job,4.7143
minimax/minimax-m2.5,personal_night_shift_bus,4.8571
minimax/minimax-m2.5,personal_public_pool,4.5357
minimax/minimax-m2.5,profile_ferry_captain,4.8571
minimax/minimax-m2.5,profile_public_defender,4.5714
minimax/minimax-m2.5,profile_school_custodian,4.75
moonshotai/kimi-k2.5,explain_food_recall,4.7857
moonshotai/kimi-k2.5,explain_heat_pumps,4.8214
moonshotai/kimi-k2.5,explain_municipal_bonds,4.9286
moonshotai/kimi-k2.5,explain_property_tax,4.8929
moonshotai/kimi-k2.5,howto_neighborhood_meeting,4.8571
moonshotai/kimi-k2.5,howto_report_water_leak,4.6786
moonshotai/kimi-k2.5,howto_school_board_comment,4.6071
moonshotai/kimi-k2.5,memo_budget_freeze,4.7143
moonshotai/kimi-k2.5,memo_incident_response,4.8571
moonshotai/kimi-k2.5,memo_remote_work_policy,4.8214
moonshotai/kimi-k2.5,memo_schedule_change,4.8571
moonshotai/kimi-k2.5,oped_bus_lanes,4.8929
moonshotai/kimi-k2.5,oped_corner_store,4.7857
moonshotai/kimi-k2.5,oped_library_hours,4.7143
moonshotai/kimi-k2.5,personal_first_day_union_job,4.7857
moonshotai/kimi-k2.5,personal_night_shift_bus,4.6786
moonshotai/kimi-k2.5,personal_public_pool,4.9286
moonshotai/kimi-k2.5,profile_ferry_captain,4.8929
moonshotai/kimi-k2.5,profile_public_defender,4.8214
moonshotai/kimi-k2.5,profile_school_custodian,4.7143
openai/gpt-5.3-chat,explain_food_recall,4.7619
openai/gpt-5.3-chat,explain_heat_pumps,4.4286
openai/gpt-5.3-chat,explain_municipal_bonds,4.8571
openai/gpt-5.3-chat,explain_property_tax,4.619
openai/gpt-5.3-chat,howto_neighborhood_meeting,4.9048
openai/gpt-5.3-chat,howto_report_water_leak,4.6667
openai/gpt-5.3-chat,howto_school_board_comment,4.7619
openai/gpt-5.3-chat,memo_budget_freeze,4.8095
openai/gpt-5.3-chat,memo_incident_response,4.9048
openai/gpt-5.3-chat,memo_remote_work_policy,4.8571
openai/gpt-5.3-chat,memo_schedule_change,4.3333
openai/gpt-5.3-chat,oped_bus_lanes,4.7619
openai/gpt-5.3-chat,oped_corner_store,4.9524
openai/gpt-5.3-chat,oped_library_hours,4.619
openai/gpt-5.3-chat,personal_first_day_union_job,4.9524
openai/gpt-5.3-chat,personal_night_shift_bus,4.9048
openai/gpt-5.3-chat,personal_public_pool,4.9048
openai/gpt-5.3-chat,profile_ferry_captain,4.9524
openai/gpt-5.3-chat,profile_public_defender,4.9524
openai/gpt-5.3-chat,profile_school_custodian,4.9524
openai/gpt-5.4,explain_food_recall,4.8095
openai/gpt-5.4,explain_heat_pumps,4.8095
openai/gpt-5.4,explain_municipal_bonds,4.8095
openai/gpt-5.4,explain_property_tax,4.7143
openai/gpt-5.4,howto_neighborhood_meeting,4.7143
openai/gpt-5.4,howto_report_water_leak,4.7619
openai/gpt-5.4,howto_school_board_comment,4.7143
openai/gpt-5.4,memo_budget_freeze,4.5714
openai/gpt-5.4,memo_incident_response,4.4762
openai/gpt-5.4,memo_remote_work_policy,4.3333
openai/gpt-5.4,memo_schedule_change,4.4286
openai/gpt-5.4,oped_bus_lanes,4.7143
openai/gpt-5.4,oped_corner_store,4.8095
openai/gpt-5.4,oped_library_hours,4.8095
openai/gpt-5.4,personal_first_day_union_job,4.9048
openai/gpt-5.4,personal_night_shift_bus,4.7143
openai/gpt-5.4,personal_public_pool,4.9524
openai/gpt-5.4,profile_ferry_captain,4.6667
openai/gpt-5.4,profile_public_defender,4.7619
openai/gpt-5.4,profile_school_custodian,4.8571
qwen/qwen3.5-35b-a3b,explain_food_recall,4.5714
qwen/qwen3.5-35b-a3b,explain_heat_pumps,3.4643
qwen/qwen3.5-35b-a3b,explain_municipal_bonds,4.7857
qwen/qwen3.5-35b-a3b,explain_property_tax,4.75
qwen/qwen3.5-35b-a3b,howto_neighborhood_meeting,4.8214
qwen/qwen3.5-35b-a3b,howto_report_water_leak,4.75
qwen/qwen3.5-35b-a3b,howto_school_board_comment,3.75
qwen/qwen3.5-35b-a3b,memo_budget_freeze,4.6429
qwen/qwen3.5-35b-a3b,memo_incident_response,3.4643
qwen/qwen3.5-35b-a3b,memo_remote_work_policy,3.8214
qwen/qwen3.5-35b-a3b,memo_schedule_change,4.7143
qwen/qwen3.5-35b-a3b,oped_bus_lanes,4.6071
qwen/qwen3.5-35b-a3b,oped_corner_store,3.9643
qwen/qwen3.5-35b-a3b,oped_library_hours,4.3929
qwen/qwen3.5-35b-a3b,personal_first_day_union_job,4.6429
qwen/qwen3.5-35b-a3b,personal_night_shift_bus,3.0
qwen/qwen3.5-35b-a3b,personal_public_pool,3.3214
qwen/qwen3.5-35b-a3b,profile_ferry_captain,4.7857
qwen/qwen3.5-35b-a3b,profile_public_defender,4.3214
qwen/qwen3.5-35b-a3b,profile_school_custodian,4.3571
x-ai/grok-4.1-fast,explain_food_recall,4.5
x-ai/grok-4.1-fast,explain_heat_pumps,4.6071
x-ai/grok-4.1-fast,explain_municipal_bonds,4.8214
x-ai/grok-4.1-fast,explain_property_tax,4.8214
x-ai/grok-4.1-fast,howto_neighborhood_meeting,4.6429
x-ai/grok-4.1-fast,howto_report_water_leak,4.6429
x-ai/grok-4.1-fast,howto_school_board_comment,4.7143
x-ai/grok-4.1-fast,memo_budget_freeze,4.75
x-ai/grok-4.1-fast,memo_incident_response,4.75
x-ai/grok-4.1-fast,memo_remote_work_policy,4.6786
x-ai/grok-4.1-fast,memo_schedule_change,4.8214
x-ai/grok-4.1-fast,oped_bus_lanes,4.5714
x-ai/grok-4.1-fast,oped_corner_store,4.4286
x-ai/grok-4.1-fast,oped_library_hours,4.5357
x-ai/grok-4.1-fast,personal_first_day_union_job,4.4643
x-ai/grok-4.1-fast,personal_night_shift_bus,4.25
x-ai/grok-4.1-fast,personal_public_pool,4.4643
x-ai/grok-4.1-fast,profile_ferry_captain,4.5
x-ai/grok-4.1-fast,profile_public_defender,4.5357
x-ai/grok-4.1-fast,profile_school_custodian,4.6071
z-ai/glm-5,explain_food_recall,4.7619
z-ai/glm-5,explain_heat_pumps,4.6667
z-ai/glm-5,explain_municipal_bonds,4.8095
z-ai/glm-5,explain_property_tax,4.7143
z-ai/glm-5,howto_neighborhood_meeting,4.7619
z-ai/glm-5,howto_report_water_leak,4.7619
z-ai/glm-5,howto_school_board_comment,4.7619
z-ai/glm-5,memo_budget_freeze,4.5714
z-ai/glm-5,memo_incident_response,4.381
z-ai/glm-5,memo_remote_work_policy,4.5714
z-ai/glm-5,memo_schedule_change,4.619
z-ai/glm-5,oped_bus_lanes,4.6667
z-ai/glm-5,oped_corner_store,4.619
z-ai/glm-5,oped_library_hours,4.5238
z-ai/glm-5,personal_first_day_union_job,4.7619
z-ai/glm-5,personal_night_shift_bus,4.8095
z-ai/glm-5,personal_public_pool,4.5238
z-ai/glm-5,profile_ferry_captain,4.7619
z-ai/glm-5,profile_public_defender,4.8571
z-ai/glm-5,profile_school_custodian,4.7619
