candidate_model_id,prompt_id,judge_model_id,company
openai/gpt-5.3-chat,explain_heat_pumps,openai/gpt-5.4,openai
openai/gpt-5.3-chat,explain_municipal_bonds,openai/gpt-5.4,openai
openai/gpt-5.3-chat,explain_property_tax,openai/gpt-5.4,openai
openai/gpt-5.3-chat,howto_neighborhood_meeting,openai/gpt-5.4,openai
openai/gpt-5.3-chat,howto_report_water_leak,openai/gpt-5.4,openai
openai/gpt-5.3-chat,howto_school_board_comment,openai/gpt-5.4,openai
openai/gpt-5.3-chat,memo_budget_freeze,openai/gpt-5.4,openai
openai/gpt-5.3-chat,memo_incident_response,openai/gpt-5.4,openai
openai/gpt-5.3-chat,memo_remote_work_policy,openai/gpt-5.4,openai
openai/gpt-5.3-chat,memo_schedule_change,openai/gpt-5.4,openai
openai/gpt-5.3-chat,oped_bus_lanes,openai/gpt-5.4,openai
openai/gpt-5.3-chat,oped_corner_store,openai/gpt-5.4,openai
openai/gpt-5.3-chat,oped_library_hours,openai/gpt-5.4,openai
openai/gpt-5.3-chat,personal_first_day_union_job,openai/gpt-5.4,openai
openai/gpt-5.3-chat,personal_night_shift_bus,openai/gpt-5.4,openai
openai/gpt-5.3-chat,personal_public_pool,openai/gpt-5.4,openai
openai/gpt-5.3-chat,profile_ferry_captain,openai/gpt-5.4,openai
openai/gpt-5.3-chat,profile_public_defender,openai/gpt-5.4,openai
openai/gpt-5.3-chat,profile_school_custodian,openai/gpt-5.4,openai
openai/gpt-5.4,explain_food_recall,openai/gpt-5.4,openai
openai/gpt-5.4,explain_heat_pumps,openai/gpt-5.4,openai
openai/gpt-5.4,explain_municipal_bonds,openai/gpt-5.4,openai
openai/gpt-5.4,explain_property_tax,openai/gpt-5.4,openai
openai/gpt-5.4,howto_neighborhood_meeting,openai/gpt-5.4,openai
openai/gpt-5.4,howto_report_water_leak,openai/gpt-5.4,openai
openai/gpt-5.4,howto_school_board_comment,openai/gpt-5.4,openai
openai/gpt-5.4,memo_budget_freeze,openai/gpt-5.4,openai
openai/gpt-5.4,memo_incident_response,openai/gpt-5.4,openai
openai/gpt-5.4,memo_remote_work_policy,openai/gpt-5.4,openai
openai/gpt-5.4,memo_schedule_change,openai/gpt-5.4,openai
openai/gpt-5.4,oped_bus_lanes,openai/gpt-5.4,openai
openai/gpt-5.4,oped_corner_store,openai/gpt-5.4,openai
openai/gpt-5.4,oped_library_hours,openai/gpt-5.4,openai
openai/gpt-5.4,personal_first_day_union_job,openai/gpt-5.4,openai
openai/gpt-5.4,personal_night_shift_bus,openai/gpt-5.4,openai
openai/gpt-5.4,personal_public_pool,openai/gpt-5.4,openai
openai/gpt-5.4,profile_ferry_captain,openai/gpt-5.4,openai
openai/gpt-5.4,profile_public_defender,openai/gpt-5.4,openai
openai/gpt-5.4,profile_school_custodian,openai/gpt-5.4,openai
z-ai/glm-5,explain_food_recall,z-ai/glm-5,z-ai
z-ai/glm-5,explain_heat_pumps,z-ai/glm-5,z-ai
z-ai/glm-5,explain_municipal_bonds,z-ai/glm-5,z-ai
z-ai/glm-5,explain_property_tax,z-ai/glm-5,z-ai
z-ai/glm-5,howto_neighborhood_meeting,z-ai/glm-5,z-ai
z-ai/glm-5,howto_report_water_leak,z-ai/glm-5,z-ai
z-ai/glm-5,howto_school_board_comment,z-ai/glm-5,z-ai
z-ai/glm-5,memo_budget_freeze,z-ai/glm-5,z-ai
z-ai/glm-5,memo_incident_response,z-ai/glm-5,z-ai
z-ai/glm-5,memo_remote_work_policy,z-ai/glm-5,z-ai
z-ai/glm-5,memo_schedule_change,z-ai/glm-5,z-ai
z-ai/glm-5,oped_bus_lanes,z-ai/glm-5,z-ai
z-ai/glm-5,oped_corner_store,z-ai/glm-5,z-ai
z-ai/glm-5,oped_library_hours,z-ai/glm-5,z-ai
z-ai/glm-5,personal_first_day_union_job,z-ai/glm-5,z-ai
z-ai/glm-5,personal_night_shift_bus,z-ai/glm-5,z-ai
z-ai/glm-5,personal_public_pool,z-ai/glm-5,z-ai
z-ai/glm-5,profile_ferry_captain,z-ai/glm-5,z-ai
z-ai/glm-5,profile_public_defender,z-ai/glm-5,z-ai
z-ai/glm-5,profile_school_custodian,z-ai/glm-5,z-ai
