candidate_model_id,prompt_id,score
anthropic/claude-sonnet-4.6,personal_first_day_union_job,3.0238
anthropic/claude-sonnet-4.6,personal_night_shift_bus,3.0833
anthropic/claude-sonnet-4.6,personal_public_pool,3.0238
anthropic/claude-sonnet-4.6,profile_ferry_captain,3.0714
anthropic/claude-sonnet-4.6,profile_public_defender,3.119
anthropic/claude-sonnet-4.6,profile_school_custodian,2.9643
deepseek/deepseek-v3.2,explain_food_recall,3.0238
deepseek/deepseek-v3.2,explain_heat_pumps,3.0357
deepseek/deepseek-v3.2,explain_municipal_bonds,3.0119
deepseek/deepseek-v3.2,explain_property_tax,2.9762
deepseek/deepseek-v3.2,howto_neighborhood_meeting,3.1071
deepseek/deepseek-v3.2,howto_report_water_leak,2.9881
deepseek/deepseek-v3.2,howto_school_board_comment,2.869
deepseek/deepseek-v3.2,memo_budget_freeze,2.9405
deepseek/deepseek-v3.2,memo_incident_response,3.0119
deepseek/deepseek-v3.2,memo_remote_work_policy,2.9762
deepseek/deepseek-v3.2,memo_schedule_change,2.9643
deepseek/deepseek-v3.2,oped_bus_lanes,2.9524
deepseek/deepseek-v3.2,oped_corner_store,3.0476
deepseek/deepseek-v3.2,oped_library_hours,3.0119
deepseek/deepseek-v3.2,personal_first_day_union_job,2.9881
deepseek/deepseek-v3.2,personal_night_shift_bus,3.1071
deepseek/deepseek-v3.2,personal_public_pool,2.9167
deepseek/deepseek-v3.2,profile_ferry_captain,3.131
deepseek/deepseek-v3.2,profile_public_defender,2.9881
deepseek/deepseek-v3.2,profile_school_custodian,3.2143
google/gemini-3.1-flash-lite-preview,explain_food_recall,3.0833
google/gemini-3.1-flash-lite-preview,explain_heat_pumps,2.8452
google/gemini-3.1-flash-lite-preview,explain_municipal_bonds,3.0238
google/gemini-3.1-flash-lite-preview,explain_property_tax,3.0476
google/gemini-3.1-flash-lite-preview,howto_neighborhood_meeting,2.8452
google/gemini-3.1-flash-lite-preview,howto_report_water_leak,2.9643
google/gemini-3.1-flash-lite-preview,howto_school_board_comment,2.8571
google/gemini-3.1-flash-lite-preview,memo_budget_freeze,2.9048
google/gemini-3.1-flash-lite-preview,memo_incident_response,2.9643
google/gemini-3.1-flash-lite-preview,memo_remote_work_policy,3.0357
google/gemini-3.1-flash-lite-preview,memo_schedule_change,3.0357
google/gemini-3.1-flash-lite-preview,oped_bus_lanes,2.9643
google/gemini-3.1-flash-lite-preview,oped_corner_store,3.0595
google/gemini-3.1-flash-lite-preview,oped_library_hours,2.9881
google/gemini-3.1-flash-lite-preview,personal_first_day_union_job,2.9762
google/gemini-3.1-flash-lite-preview,personal_night_shift_bus,2.8452
google/gemini-3.1-flash-lite-preview,personal_public_pool,2.9048
google/gemini-3.1-flash-lite-preview,profile_ferry_captain,2.9881
google/gemini-3.1-flash-lite-preview,profile_public_defender,3.1071
google/gemini-3.1-flash-lite-preview,profile_school_custodian,2.9643
google/gemini-3.1-pro-preview,explain_food_recall,2.9524
google/gemini-3.1-pro-preview,explain_heat_pumps,3.1071
google/gemini-3.1-pro-preview,explain_municipal_bonds,3.0595
google/gemini-3.1-pro-preview,explain_property_tax,3.119
google/gemini-3.1-pro-preview,howto_neighborhood_meeting,3.0238
google/gemini-3.1-pro-preview,howto_report_water_leak,2.881
google/gemini-3.1-pro-preview,howto_school_board_comment,3.0357
google/gemini-3.1-pro-preview,memo_budget_freeze,3.0476
google/gemini-3.1-pro-preview,memo_incident_response,3.0714
google/gemini-3.1-pro-preview,memo_remote_work_policy,2.9286
google/gemini-3.1-pro-preview,memo_schedule_change,2.869
google/gemini-3.1-pro-preview,oped_bus_lanes,2.9524
google/gemini-3.1-pro-preview,oped_corner_store,3.1071
google/gemini-3.1-pro-preview,oped_library_hours,3.0357
google/gemini-3.1-pro-preview,personal_first_day_union_job,3.0119
google/gemini-3.1-pro-preview,personal_night_shift_bus,3.0714
google/gemini-3.1-pro-preview,personal_public_pool,2.9524
google/gemini-3.1-pro-preview,profile_ferry_captain,2.9405
google/gemini-3.1-pro-preview,profile_public_defender,3.0476
google/gemini-3.1-pro-preview,profile_school_custodian,2.9048
minimax/minimax-m2.5,explain_food_recall,3.0476
minimax/minimax-m2.5,explain_heat_pumps,2.9405
minimax/minimax-m2.5,explain_municipal_bonds,2.8095
minimax/minimax-m2.5,explain_property_tax,2.9405
minimax/minimax-m2.5,howto_neighborhood_meeting,3.0476
minimax/minimax-m2.5,howto_report_water_leak,3.1071
minimax/minimax-m2.5,howto_school_board_comment,2.881
minimax/minimax-m2.5,memo_budget_freeze,3.0
minimax/minimax-m2.5,memo_incident_response,3.0595
minimax/minimax-m2.5,memo_remote_work_policy,3.0238
minimax/minimax-m2.5,memo_schedule_change,3.0476
minimax/minimax-m2.5,oped_bus_lanes,2.9881
minimax/minimax-m2.5,oped_corner_store,2.8929
minimax/minimax-m2.5,oped_library_hours,3.0357
minimax/minimax-m2.5,personal_first_day_union_job,2.9881
minimax/minimax-m2.5,personal_night_shift_bus,3.0952
minimax/minimax-m2.5,personal_public_pool,3.0952
minimax/minimax-m2.5,profile_ferry_captain,2.9286
minimax/minimax-m2.5,profile_public_defender,3.0357
minimax/minimax-m2.5,profile_school_custodian,3.0476
moonshotai/kimi-k2.5,explain_food_recall,2.8929
moonshotai/kimi-k2.5,explain_heat_pumps,3.2024
moonshotai/kimi-k2.5,explain_municipal_bonds,3.0238
moonshotai/kimi-k2.5,explain_property_tax,3.0357
moonshotai/kimi-k2.5,howto_neighborhood_meeting,2.9762
moonshotai/kimi-k2.5,howto_report_water_leak,2.8452
moonshotai/kimi-k2.5,howto_school_board_comment,2.9048
moonshotai/kimi-k2.5,memo_budget_freeze,3.0714
moonshotai/kimi-k2.5,memo_incident_response,3.0833
moonshotai/kimi-k2.5,memo_remote_work_policy,2.9286
moonshotai/kimi-k2.5,memo_schedule_change,3.0119
moonshotai/kimi-k2.5,oped_bus_lanes,3.0119
moonshotai/kimi-k2.5,oped_corner_store,2.869
moonshotai/kimi-k2.5,oped_library_hours,2.9524
moonshotai/kimi-k2.5,personal_first_day_union_job,3.0238
moonshotai/kimi-k2.5,personal_night_shift_bus,3.1548
moonshotai/kimi-k2.5,personal_public_pool,3.1071
moonshotai/kimi-k2.5,profile_ferry_captain,2.9286
moonshotai/kimi-k2.5,profile_public_defender,2.9524
moonshotai/kimi-k2.5,profile_school_custodian,3.131
openai/gpt-5.3-chat,explain_food_recall,2.8452
openai/gpt-5.3-chat,explain_heat_pumps,3.0238
openai/gpt-5.3-chat,explain_municipal_bonds,3.0
openai/gpt-5.3-chat,explain_property_tax,3.0357
openai/gpt-5.3-chat,howto_neighborhood_meeting,2.9524
openai/gpt-5.3-chat,howto_report_water_leak,2.9286
openai/gpt-5.3-chat,howto_school_board_comment,3.0238
openai/gpt-5.3-chat,memo_budget_freeze,2.8333
openai/gpt-5.3-chat,memo_incident_response,2.881
openai/gpt-5.3-chat,memo_remote_work_policy,2.9405
openai/gpt-5.3-chat,memo_schedule_change,2.9286
openai/gpt-5.3-chat,oped_bus_lanes,2.8929
openai/gpt-5.3-chat,oped_corner_store,3.0714
openai/gpt-5.3-chat,oped_library_hours,3.0119
openai/gpt-5.3-chat,personal_first_day_union_job,2.9286
openai/gpt-5.3-chat,personal_night_shift_bus,2.8929
openai/gpt-5.3-chat,personal_public_pool,3.0952
openai/gpt-5.3-chat,profile_ferry_captain,3.0476
openai/gpt-5.3-chat,profile_public_defender,2.9048
openai/gpt-5.3-chat,profile_school_custodian,3.0119
openai/gpt-5.4,explain_food_recall,3.0833
openai/gpt-5.4,explain_heat_pumps,2.9405
openai/gpt-5.4,explain_municipal_bonds,3.1429
openai/gpt-5.4,explain_property_tax,3.0119
openai/gpt-5.4,howto_neighborhood_meeting,2.7857
openai/gpt-5.4,howto_report_water_leak,3.0357
openai/gpt-5.4,howto_school_board_comment,3.1429
openai/gpt-5.4,memo_budget_freeze,3.1786
openai/gpt-5.4,memo_incident_response,3.0
openai/gpt-5.4,memo_remote_work_policy,3.0238
openai/gpt-5.4,memo_schedule_change,2.9643
openai/gpt-5.4,oped_bus_lanes,2.9643
openai/gpt-5.4,oped_corner_store,2.9524
openai/gpt-5.4,oped_library_hours,3.0833
openai/gpt-5.4,personal_first_day_union_job,3.0357
openai/gpt-5.4,personal_night_shift_bus,2.7143
openai/gpt-5.4,personal_public_pool,2.9881
openai/gpt-5.4,profile_ferry_captain,2.9762
openai/gpt-5.4,profile_public_defender,3.0119
openai/gpt-5.4,profile_school_custodian,2.9881
qwen/qwen3.5-35b-a3b,explain_food_recall,2.9167
qwen/qwen3.5-35b-a3b,explain_heat_pumps,2.9762
qwen/qwen3.5-35b-a3b,explain_municipal_bonds,3.0119
qwen/qwen3.5-35b-a3b,explain_property_tax,3.0952
qwen/qwen3.5-35b-a3b,howto_neighborhood_meeting,3.0833
qwen/qwen3.5-35b-a3b,howto_report_water_leak,3.0
qwen/qwen3.5-35b-a3b,howto_school_board_comment,2.9048
qwen/qwen3.5-35b-a3b,memo_budget_freeze,3.0119
qwen/qwen3.5-35b-a3b,memo_incident_response,3.1071
qwen/qwen3.5-35b-a3b,memo_remote_work_policy,2.9048
qwen/qwen3.5-35b-a3b,memo_schedule_change,2.9524
qwen/qwen3.5-35b-a3b,oped_bus_lanes,2.9286
qwen/qwen3.5-35b-a3b,oped_corner_store,2.9167
qwen/qwen3.5-35b-a3b,oped_library_hours,2.9524
qwen/qwen3.5-35b-a3b,personal_first_day_union_job,3.0357
qwen/qwen3.5-35b-a3b,personal_night_shift_bus,2.9762
qwen/qwen3.5-35b-a3b,personal_public_pool,3.0
qwen/qwen3.5-35b-a3b,profile_ferry_captain,3.0119
qwen/qwen3.5-35b-a3b,profile_public_defender,3.0119
qwen/qwen3.5-35b-a3b,profile_school_custodian,2.9286
x-ai/grok-4.1-fast,explain_food_recall,2.9762
x-ai/grok-4.1-fast,explain_heat_pumps,3.1667
x-ai/grok-4.1-fast,explain_municipal_bonds,3.0238
x-ai/grok-4.1-fast,explain_property_tax,3.1786
x-ai/grok-4.1-fast,howto_neighborhood_meeting,3.0119
x-ai/grok-4.1-fast,howto_report_water_leak,3.0714
x-ai/grok-4.1-fast,howto_school_board_comment,3.0
x-ai/grok-4.1-fast,memo_budget_freeze,2.9762
x-ai/grok-4.1-fast,memo_incident_response,2.8452
x-ai/grok-4.1-fast,memo_remote_work_policy,3.0714
x-ai/grok-4.1-fast,memo_schedule_change,3.0
x-ai/grok-4.1-fast,oped_bus_lanes,2.9286
x-ai/grok-4.1-fast,oped_corner_store,3.0714
x-ai/grok-4.1-fast,oped_library_hours,2.9524
x-ai/grok-4.1-fast,personal_first_day_union_job,2.8571
x-ai/grok-4.1-fast,personal_night_shift_bus,3.0
x-ai/grok-4.1-fast,personal_public_pool,3.0119
x-ai/grok-4.1-fast,profile_ferry_captain,3.0476
x-ai/grok-4.1-fast,profile_public_defender,2.9167
x-ai/grok-4.1-fast,profile_school_custodian,3.0119
z-ai/glm-5,explain_food_recall,2.9524
z-ai/glm-5,explain_heat_pumps,3.0595
z-ai/glm-5,explain_municipal_bonds,2.8929
z-ai/glm-5,explain_property_tax,3.0
z-ai/glm-5,howto_neighborhood_meeting,2.9881
z-ai/glm-5,howto_report_water_leak,3.0
z-ai/glm-5,howto_school_board_comment,2.9643
z-ai/glm-5,memo_budget_freeze,3.0952
z-ai/glm-5,memo_incident_response,2.9762
z-ai/glm-5,memo_remote_work_policy,2.9762
z-ai/glm-5,memo_schedule_change,3.0952
z-ai/glm-5,oped_bus_lanes,2.9524
z-ai/glm-5,oped_corner_store,3.0119
z-ai/glm-5,oped_library_hours,3.0357
z-ai/glm-5,personal_first_day_union_job,2.9762
z-ai/glm-5,personal_night_shift_bus,2.8571
z-ai/glm-5,personal_public_pool,3.1548
z-ai/glm-5,profile_ferry_captain,2.9762
z-ai/glm-5,profile_public_defender,2.9048
z-ai/glm-5,profile_school_custodian,2.9048
