candidate_model_id,prompt_id,prompt_category,candidate_response_text,scores
anthropic/claude-opus-4.6,oped_library_hours,persuasion_oped,"Claude Opus 4.6 response to Library hours op-ed.

This persuasion oped piece addresses the task directly, keeps the scope contained, and includes a few concrete details about civics, education.","{'clarity': 2.5833, 'simplicity': 3.1667, 'brevity_economy': 4.1667, 'structure_flow': 3.5, 'specificity_precision': 1.5833, 'humanity_voice': 2.5833, 'overall': 3.1667}"
anthropic/claude-opus-4.6,personal_first_day_union_job,personal_nonfiction,"Claude Opus 4.6 response to First union job essay.

This personal nonfiction piece addresses the task directly, keeps the scope contained, and includes a few concrete details about work, memory.","{'clarity': 3.4167, 'simplicity': 3.1667, 'brevity_economy': 2.5, 'structure_flow': 2.6667, 'specificity_precision': 3.25, 'humanity_voice': 3.4167, 'overall': 3.1667}"
anthropic/claude-opus-4.6,personal_night_shift_bus,personal_nonfiction,"Claude Opus 4.6 response to Night shift bus essay.

This personal nonfiction piece addresses the task directly, keeps the scope contained, and includes a few concrete details about memory, transportation.","{'clarity': 2.8333, 'simplicity': 3.0, 'brevity_economy': 3.1667, 'structure_flow': 2.9167, 'specificity_precision': 3.0833, 'humanity_voice': 2.8333, 'overall': 3.0}"
anthropic/claude-opus-4.6,personal_public_pool,personal_nonfiction,"Claude Opus 4.6 response to Public pool essay.

This personal nonfiction piece addresses the task directly, keeps the scope contained, and includes a few concrete details about memory, place.","{'clarity': 2.3333, 'simplicity': 2.9167, 'brevity_economy': 3.5, 'structure_flow': 3.25, 'specificity_precision': 3.0, 'humanity_voice': 2.3333, 'overall': 2.9167}"
anthropic/claude-opus-4.6,profile_ferry_captain,profile,"Claude Opus 4.6 response to Ferry captain profile.

This profile piece addresses the task directly, keeps the scope contained, and includes a few concrete details about people, transportation.","{'clarity': 3.1667, 'simplicity': 2.9167, 'brevity_economy': 3.0833, 'structure_flow': 2.4167, 'specificity_precision': 3.4167, 'humanity_voice': 3.1667, 'overall': 2.9167}"
anthropic/claude-opus-4.6,profile_public_defender,profile,"Claude Opus 4.6 response to Public defender profile.

This profile piece addresses the task directly, keeps the scope contained, and includes a few concrete details about law, people.","{'clarity': 2.5, 'simplicity': 3.0833, 'brevity_economy': 2.8333, 'structure_flow': 3.4167, 'specificity_precision': 3.1667, 'humanity_voice': 2.5, 'overall': 3.0833}"
anthropic/claude-opus-4.6,profile_school_custodian,profile,"Claude Opus 4.6 response to Custodian profile.

This profile piece addresses the task directly, keeps the scope contained, and includes a few concrete details about people, education.","{'clarity': 2.8333, 'simplicity': 3.0, 'brevity_economy': 3.1667, 'structure_flow': 3.3333, 'specificity_precision': 2.6667, 'humanity_voice': 2.8333, 'overall': 3.0}"
anthropic/claude-sonnet-4.6,explain_food_recall,explain,"Claude Sonnet 4.6 response to Food recall explainer.

This explain piece addresses the task directly, keeps the scope contained, and includes a few concrete details about health, consumer.","{'clarity': 2.3333, 'simplicity': 2.9167, 'brevity_economy': 3.5, 'structure_flow': 3.25, 'specificity_precision': 3.0, 'humanity_voice': 2.3333, 'overall': 2.9167}"
anthropic/claude-sonnet-4.6,explain_heat_pumps,explain,"Claude Sonnet 4.6 response to Heat pump explainer.

This explain piece addresses the task directly, keeps the scope contained, and includes a few concrete details about energy, home.","{'clarity': 1.9167, 'simplicity': 2.9167, 'brevity_economy': 3.0833, 'structure_flow': 3.25, 'specificity_precision': 3.8333, 'humanity_voice': 1.9167, 'overall': 2.9167}"
anthropic/claude-sonnet-4.6,explain_municipal_bonds,explain,"Claude Sonnet 4.6 response to Municipal bonds explainer.

This explain piece addresses the task directly, keeps the scope contained, and includes a few concrete details about finance, civics.","{'clarity': 3.1667, 'simplicity': 2.9167, 'brevity_economy': 3.0833, 'structure_flow': 2.8333, 'specificity_precision': 3.0, 'humanity_voice': 3.1667, 'overall': 2.9167}"
anthropic/claude-sonnet-4.6,explain_property_tax,explain,"Claude Sonnet 4.6 response to Property tax explainer.

This explain piece addresses the task directly, keeps the scope contained, and includes a few concrete details about civics, finance.","{'clarity': 3.4167, 'simplicity': 3.1667, 'brevity_economy': 2.9167, 'structure_flow': 2.6667, 'specificity_precision': 2.8333, 'humanity_voice': 3.4167, 'overall': 3.1667}"
anthropic/claude-sonnet-4.6,howto_neighborhood_meeting,service_howto,"Claude Sonnet 4.6 response to Neighborhood meeting guide.

This service howto piece addresses the task directly, keeps the scope contained, and includes a few concrete details about civics, community.","{'clarity': 2.6667, 'simplicity': 2.4167, 'brevity_economy': 2.5833, 'structure_flow': 3.5833, 'specificity_precision': 3.75, 'humanity_voice': 2.6667, 'overall': 2.4167}"
anthropic/claude-sonnet-4.6,howto_report_water_leak,service_howto,"Claude Sonnet 4.6 response to Water leak guide.

This service howto piece addresses the task directly, keeps the scope contained, and includes a few concrete details about housing, safety.","{'clarity': 3.1667, 'simplicity': 3.3333, 'brevity_economy': 2.6667, 'structure_flow': 2.8333, 'specificity_precision': 3.0, 'humanity_voice': 3.1667, 'overall': 3.3333}"
anthropic/claude-sonnet-4.6,howto_school_board_comment,service_howto,"Claude Sonnet 4.6 response to School board comment guide.

This service howto piece addresses the task directly, keeps the scope contained, and includes a few concrete details about education, civics.","{'clarity': 3.4167, 'simplicity': 2.75, 'brevity_economy': 3.3333, 'structure_flow': 2.25, 'specificity_precision': 3.25, 'humanity_voice': 3.4167, 'overall': 2.75}"
anthropic/claude-sonnet-4.6,memo_budget_freeze,memo,"Claude Sonnet 4.6 response to Budget freeze memo.

This memo piece addresses the task directly, keeps the scope contained, and includes a few concrete details about finance, operations.","{'clarity': 3.1667, 'simplicity': 2.9167, 'brevity_economy': 2.6667, 'structure_flow': 2.8333, 'specificity_precision': 3.4167, 'humanity_voice': 3.1667, 'overall': 2.9167}"
anthropic/claude-sonnet-4.6,memo_incident_response,memo,"Claude Sonnet 4.6 response to Incident response memo.

This memo piece addresses the task directly, keeps the scope contained, and includes a few concrete details about technology, operations.","{'clarity': 2.25, 'simplicity': 2.8333, 'brevity_economy': 3.4167, 'structure_flow': 3.5833, 'specificity_precision': 2.9167, 'humanity_voice': 2.25, 'overall': 2.8333}"
anthropic/claude-sonnet-4.6,memo_remote_work_policy,memo,"Claude Sonnet 4.6 response to Remote work memo.

This memo piece addresses the task directly, keeps the scope contained, and includes a few concrete details about workplace, policy.","{'clarity': 3.0, 'simplicity': 3.1667, 'brevity_economy': 3.3333, 'structure_flow': 2.6667, 'specificity_precision': 2.8333, 'humanity_voice': 3.0, 'overall': 3.1667}"
anthropic/claude-sonnet-4.6,memo_schedule_change,memo,"Claude Sonnet 4.6 response to Schedule change memo.

This memo piece addresses the task directly, keeps the scope contained, and includes a few concrete details about operations, workplace.","{'clarity': 2.5833, 'simplicity': 2.75, 'brevity_economy': 3.75, 'structure_flow': 2.6667, 'specificity_precision': 3.25, 'humanity_voice': 2.5833, 'overall': 2.75}"
anthropic/claude-sonnet-4.6,oped_bus_lanes,persuasion_oped,"Claude Sonnet 4.6 response to Bus lanes op-ed.

This persuasion oped piece addresses the task directly, keeps the scope contained, and includes a few concrete details about transportation, policy.","{'clarity': 3.5833, 'simplicity': 2.9167, 'brevity_economy': 2.6667, 'structure_flow': 2.8333, 'specificity_precision': 3.0, 'humanity_voice': 3.5833, 'overall': 2.9167}"
anthropic/claude-sonnet-4.6,oped_corner_store,persuasion_oped,"Claude Sonnet 4.6 response to Corner store zoning op-ed.

This persuasion oped piece addresses the task directly, keeps the scope contained, and includes a few concrete details about urbanism, community.","{'clarity': 3.0833, 'simplicity': 3.25, 'brevity_economy': 3.8333, 'structure_flow': 2.75, 'specificity_precision': 2.0833, 'humanity_voice': 3.0833, 'overall': 3.25}"
anthropic/claude-sonnet-4.6,oped_library_hours,persuasion_oped,"Claude Sonnet 4.6 response to Library hours op-ed.

This persuasion oped piece addresses the task directly, keeps the scope contained, and includes a few concrete details about civics, education.","{'clarity': 2.75, 'simplicity': 2.9167, 'brevity_economy': 3.5, 'structure_flow': 3.25, 'specificity_precision': 2.5833, 'humanity_voice': 2.75, 'overall': 2.9167}"
anthropic/claude-sonnet-4.6,personal_first_day_union_job,personal_nonfiction,"Claude Sonnet 4.6 response to First union job essay.

This personal nonfiction piece addresses the task directly, keeps the scope contained, and includes a few concrete details about work, memory.","{'clarity': 3.0, 'simplicity': 3.1667, 'brevity_economy': 2.5, 'structure_flow': 3.0833, 'specificity_precision': 3.25, 'humanity_voice': 3.0, 'overall': 3.1667}"
anthropic/claude-sonnet-4.6,personal_night_shift_bus,personal_nonfiction,"Claude Sonnet 4.6 response to Night shift bus essay.

This personal nonfiction piece addresses the task directly, keeps the scope contained, and includes a few concrete details about memory, transportation.","{'clarity': 3.4167, 'simplicity': 3.1667, 'brevity_economy': 2.5, 'structure_flow': 2.6667, 'specificity_precision': 3.25, 'humanity_voice': 3.4167, 'overall': 3.1667}"
anthropic/claude-sonnet-4.6,personal_public_pool,personal_nonfiction,"Claude Sonnet 4.6 response to Public pool essay.

This personal nonfiction piece addresses the task directly, keeps the scope contained, and includes a few concrete details about memory, place.","{'clarity': 3.0, 'simplicity': 3.1667, 'brevity_economy': 2.9167, 'structure_flow': 3.0833, 'specificity_precision': 2.8333, 'humanity_voice': 3.0, 'overall': 3.1667}"
anthropic/claude-sonnet-4.6,profile_ferry_captain,profile,"Claude Sonnet 4.6 response to Ferry captain profile.

This profile piece addresses the task directly, keeps the scope contained, and includes a few concrete details about people, transportation.","{'clarity': 3.1667, 'simplicity': 3.3333, 'brevity_economy': 3.5, 'structure_flow': 2.4167, 'specificity_precision': 2.5833, 'humanity_voice': 3.1667, 'overall': 3.3333}"
anthropic/claude-sonnet-4.6,profile_public_defender,profile,"Claude Sonnet 4.6 response to Public defender profile.

This profile piece addresses the task directly, keeps the scope contained, and includes a few concrete details about law, people.","{'clarity': 3.75, 'simplicity': 3.0833, 'brevity_economy': 2.4167, 'structure_flow': 2.5833, 'specificity_precision': 3.1667, 'humanity_voice': 3.75, 'overall': 3.0833}"
anthropic/claude-sonnet-4.6,profile_school_custodian,profile,"Claude Sonnet 4.6 response to Custodian profile.

This profile piece addresses the task directly, keeps the scope contained, and includes a few concrete details about people, education.","{'clarity': 3.0, 'simplicity': 2.75, 'brevity_economy': 2.9167, 'structure_flow': 3.0833, 'specificity_precision': 3.25, 'humanity_voice': 3.0, 'overall': 2.75}"
deepseek/deepseek-v3.2,explain_food_recall,explain,"DeepSeek V3.2 response to Food recall explainer.

This explain piece addresses the task directly, keeps the scope contained, and includes a few concrete details about health, consumer.","{'clarity': 3.0, 'simplicity': 3.1667, 'brevity_economy': 3.3333, 'structure_flow': 2.6667, 'specificity_precision': 2.8333, 'humanity_voice': 3.0, 'overall': 3.1667}"
deepseek/deepseek-v3.2,explain_heat_pumps,explain,"DeepSeek V3.2 response to Heat pump explainer.

This explain piece addresses the task directly, keeps the scope contained, and includes a few concrete details about energy, home.","{'clarity': 3.6667, 'simplicity': 2.5833, 'brevity_economy': 2.3333, 'structure_flow': 3.3333, 'specificity_precision': 3.0833, 'humanity_voice': 3.6667, 'overall': 2.5833}"
deepseek/deepseek-v3.2,explain_municipal_bonds,explain,"DeepSeek V3.2 response to Municipal bonds explainer.

This explain piece addresses the task directly, keeps the scope contained, and includes a few concrete details about finance, civics.","{'clarity': 2.75, 'simplicity': 3.3333, 'brevity_economy': 2.6667, 'structure_flow': 3.25, 'specificity_precision': 3.0, 'humanity_voice': 2.75, 'overall': 3.3333}"
deepseek/deepseek-v3.2,explain_property_tax,explain,"DeepSeek V3.2 response to Property tax explainer.

This explain piece addresses the task directly, keeps the scope contained, and includes a few concrete details about civics, finance.","{'clarity': 3.25, 'simplicity': 2.5833, 'brevity_economy': 3.1667, 'structure_flow': 2.9167, 'specificity_precision': 3.0833, 'humanity_voice': 3.25, 'overall': 2.5833}"
deepseek/deepseek-v3.2,howto_neighborhood_meeting,service_howto,"DeepSeek V3.2 response to Neighborhood meeting guide.

This service howto piece addresses the task directly, keeps the scope contained, and includes a few concrete details about civics, community.","{'clarity': 3.5, 'simplicity': 3.25, 'brevity_economy': 2.1667, 'structure_flow': 2.75, 'specificity_precision': 3.3333, 'humanity_voice': 3.5, 'overall': 3.25}"
deepseek/deepseek-v3.2,howto_report_water_leak,service_howto,"DeepSeek V3.2 response to Water leak guide.

This service howto piece addresses the task directly, keeps the scope contained, and includes a few concrete details about housing, safety.","{'clarity': 3.0833, 'simplicity': 2.8333, 'brevity_economy': 3.0, 'structure_flow': 2.75, 'specificity_precision': 3.3333, 'humanity_voice': 3.0833, 'overall': 2.8333}"
deepseek/deepseek-v3.2,howto_school_board_comment,service_howto,"DeepSeek V3.2 response to School board comment guide.

This service howto piece addresses the task directly, keeps the scope contained, and includes a few concrete details about education, civics.","{'clarity': 2.6667, 'simplicity': 2.4167, 'brevity_economy': 3.4167, 'structure_flow': 3.5833, 'specificity_precision': 2.9167, 'humanity_voice': 2.6667, 'overall': 2.4167}"
deepseek/deepseek-v3.2,memo_budget_freeze,memo,"DeepSeek V3.2 response to Budget freeze memo.

This memo piece addresses the task directly, keeps the scope contained, and includes a few concrete details about finance, operations.","{'clarity': 2.5, 'simplicity': 3.0833, 'brevity_economy': 3.6667, 'structure_flow': 3.0, 'specificity_precision': 2.75, 'humanity_voice': 2.5, 'overall': 3.0833}"
deepseek/deepseek-v3.2,memo_incident_response,memo,"DeepSeek V3.2 response to Incident response memo.

This memo piece addresses the task directly, keeps the scope contained, and includes a few concrete details about technology, operations.","{'clarity': 2.75, 'simplicity': 3.3333, 'brevity_economy': 3.5, 'structure_flow': 2.8333, 'specificity_precision': 2.5833, 'humanity_voice': 2.75, 'overall': 3.3333}"
deepseek/deepseek-v3.2,memo_remote_work_policy,memo,"DeepSeek V3.2 response to Remote work memo.

This memo piece addresses the task directly, keeps the scope contained, and includes a few concrete details about workplace, policy.","{'clarity': 3.6667, 'simplicity': 2.1667, 'brevity_economy': 2.75, 'structure_flow': 2.9167, 'specificity_precision': 3.5, 'humanity_voice': 3.6667, 'overall': 2.1667}"
deepseek/deepseek-v3.2,memo_schedule_change,memo,"DeepSeek V3.2 response to Schedule change memo.

This memo piece addresses the task directly, keeps the scope contained, and includes a few concrete details about operations, workplace.","{'clarity': 2.5833, 'simplicity': 3.1667, 'brevity_economy': 3.75, 'structure_flow': 3.0833, 'specificity_precision': 2.4167, 'humanity_voice': 2.5833, 'overall': 3.1667}"
deepseek/deepseek-v3.2,oped_bus_lanes,persuasion_oped,"DeepSeek V3.2 response to Bus lanes op-ed.

This persuasion oped piece addresses the task directly, keeps the scope contained, and includes a few concrete details about transportation, policy.","{'clarity': 2.3333, 'simplicity': 3.3333, 'brevity_economy': 3.0833, 'structure_flow': 3.25, 'specificity_precision': 3.0, 'humanity_voice': 2.3333, 'overall': 3.3333}"
deepseek/deepseek-v3.2,oped_corner_store,persuasion_oped,"DeepSeek V3.2 response to Corner store zoning op-ed.

This persuasion oped piece addresses the task directly, keeps the scope contained, and includes a few concrete details about urbanism, community.","{'clarity': 3.5, 'simplicity': 2.8333, 'brevity_economy': 3.0, 'structure_flow': 3.1667, 'specificity_precision': 2.5, 'humanity_voice': 3.5, 'overall': 2.8333}"
deepseek/deepseek-v3.2,oped_library_hours,persuasion_oped,"DeepSeek V3.2 response to Library hours op-ed.

This persuasion oped piece addresses the task directly, keeps the scope contained, and includes a few concrete details about civics, education.","{'clarity': 2.75, 'simplicity': 3.3333, 'brevity_economy': 3.5, 'structure_flow': 2.4167, 'specificity_precision': 3.0, 'humanity_voice': 2.75, 'overall': 3.3333}"
deepseek/deepseek-v3.2,personal_first_day_union_job,personal_nonfiction,"DeepSeek V3.2 response to First union job essay.

This personal nonfiction piece addresses the task directly, keeps the scope contained, and includes a few concrete details about work, memory.","{'clarity': 3.0833, 'simplicity': 2.8333, 'brevity_economy': 3.0, 'structure_flow': 2.75, 'specificity_precision': 3.3333, 'humanity_voice': 3.0833, 'overall': 2.8333}"
deepseek/deepseek-v3.2,personal_night_shift_bus,personal_nonfiction,"DeepSeek V3.2 response to Night shift bus essay.

This personal nonfiction piece addresses the task directly, keeps the scope contained, and includes a few concrete details about memory, transportation.","{'clarity': 3.9167, 'simplicity': 2.8333, 'brevity_economy': 3.0, 'structure_flow': 2.3333, 'specificity_precision': 2.9167, 'humanity_voice': 3.9167, 'overall': 2.8333}"
deepseek/deepseek-v3.2,personal_public_pool,personal_nonfiction,"DeepSeek V3.2 response to Public pool essay.

This personal nonfiction piece addresses the task directly, keeps the scope contained, and includes a few concrete details about memory, place.","{'clarity': 2.4167, 'simplicity': 3.0, 'brevity_economy': 3.1667, 'structure_flow': 3.75, 'specificity_precision': 2.6667, 'humanity_voice': 2.4167, 'overall': 3.0}"
deepseek/deepseek-v3.2,profile_ferry_captain,profile,"DeepSeek V3.2 response to Ferry captain profile.

This profile piece addresses the task directly, keeps the scope contained, and includes a few concrete details about people, transportation.","{'clarity': 3.1667, 'simplicity': 3.75, 'brevity_economy': 2.25, 'structure_flow': 2.8333, 'specificity_precision': 3.0, 'humanity_voice': 3.1667, 'overall': 3.75}"
deepseek/deepseek-v3.2,profile_public_defender,profile,"DeepSeek V3.2 response to Public defender profile.

This profile piece addresses the task directly, keeps the scope contained, and includes a few concrete details about law, people.","{'clarity': 2.6667, 'simplicity': 3.25, 'brevity_economy': 2.5833, 'structure_flow': 3.1667, 'specificity_precision': 3.3333, 'humanity_voice': 2.6667, 'overall': 3.25}"
deepseek/deepseek-v3.2,profile_school_custodian,profile,"DeepSeek V3.2 response to Custodian profile.

This profile piece addresses the task directly, keeps the scope contained, and includes a few concrete details about people, education.","{'clarity': 3.6667, 'simplicity': 3.8333, 'brevity_economy': 2.3333, 'structure_flow': 2.5, 'specificity_precision': 2.6667, 'humanity_voice': 3.6667, 'overall': 3.8333}"
google/gemini-3.1-flash-lite-preview,explain_food_recall,explain,"Gemini 3.1 Flash Lite Preview response to Food recall explainer.

This explain piece addresses the task directly, keeps the scope contained, and includes a few concrete details about health, consumer.","{'clarity': 3.4167, 'simplicity': 3.1667, 'brevity_economy': 3.3333, 'structure_flow': 2.6667, 'specificity_precision': 2.4167, 'humanity_voice': 3.4167, 'overall': 3.1667}"
google/gemini-3.1-flash-lite-preview,explain_heat_pumps,explain,"Gemini 3.1 Flash Lite Preview response to Heat pump explainer.

This explain piece addresses the task directly, keeps the scope contained, and includes a few concrete details about energy, home.","{'clarity': 3.0, 'simplicity': 1.9167, 'brevity_economy': 2.9167, 'structure_flow': 3.5, 'specificity_precision': 3.6667, 'humanity_voice': 3.0, 'overall': 1.9167}"
google/gemini-3.1-flash-lite-preview,explain_municipal_bonds,explain,"Gemini 3.1 Flash Lite Preview response to Municipal bonds explainer.

This explain piece addresses the task directly, keeps the scope contained, and includes a few concrete details about finance, civics.","{'clarity': 3.4167, 'simplicity': 2.75, 'brevity_economy': 2.9167, 'structure_flow': 2.6667, 'specificity_precision': 3.25, 'humanity_voice': 3.4167, 'overall': 2.75}"
google/gemini-3.1-flash-lite-preview,explain_property_tax,explain,"Gemini 3.1 Flash Lite Preview response to Property tax explainer.

This explain piece addresses the task directly, keeps the scope contained, and includes a few concrete details about civics, finance.","{'clarity': 3.0833, 'simplicity': 3.25, 'brevity_economy': 3.0, 'structure_flow': 3.1667, 'specificity_precision': 2.5, 'humanity_voice': 3.0833, 'overall': 3.25}"
google/gemini-3.1-flash-lite-preview,howto_neighborhood_meeting,service_howto,"Gemini 3.1 Flash Lite Preview response to Neighborhood meeting guide.

This service howto piece addresses the task directly, keeps the scope contained, and includes a few concrete details about civics, community.","{'clarity': 2.1667, 'simplicity': 2.75, 'brevity_economy': 3.3333, 'structure_flow': 3.9167, 'specificity_precision': 2.8333, 'humanity_voice': 2.1667, 'overall': 2.75}"
google/gemini-3.1-flash-lite-preview,howto_report_water_leak,service_howto,"Gemini 3.1 Flash Lite Preview response to Water leak guide.

This service howto piece addresses the task directly, keeps the scope contained, and includes a few concrete details about housing, safety.","{'clarity': 3.0, 'simplicity': 2.75, 'brevity_economy': 2.9167, 'structure_flow': 3.0833, 'specificity_precision': 3.25, 'humanity_voice': 3.0, 'overall': 2.75}"
google/gemini-3.1-flash-lite-preview,howto_school_board_comment,service_howto,"Gemini 3.1 Flash Lite Preview response to School board comment guide.

This service howto piece addresses the task directly, keeps the scope contained, and includes a few concrete details about education, civics.","{'clarity': 2.4167, 'simplicity': 2.5833, 'brevity_economy': 3.1667, 'structure_flow': 3.3333, 'specificity_precision': 3.5, 'humanity_voice': 2.4167, 'overall': 2.5833}"
google/gemini-3.1-flash-lite-preview,memo_budget_freeze,memo,"Gemini 3.1 Flash Lite Preview response to Budget freeze memo.

This memo piece addresses the task directly, keeps the scope contained, and includes a few concrete details about finance, operations.","{'clarity': 2.5833, 'simplicity': 2.75, 'brevity_economy': 3.3333, 'structure_flow': 3.5, 'specificity_precision': 2.8333, 'humanity_voice': 2.5833, 'overall': 2.75}"
google/gemini-3.1-flash-lite-preview,memo_incident_response,memo,"Gemini 3.1 Flash Lite Preview response to Incident response memo.

This memo piece addresses the task directly, keeps the scope contained, and includes a few concrete details about technology, operations.","{'clarity': 3.0, 'simplicity': 2.75, 'brevity_economy': 3.3333, 'structure_flow': 3.0833, 'specificity_precision': 2.8333, 'humanity_voice': 3.0, 'overall': 2.75}"
google/gemini-3.1-flash-lite-preview,memo_remote_work_policy,memo,"Gemini 3.1 Flash Lite Preview response to Remote work memo.

This memo piece addresses the task directly, keeps the scope contained, and includes a few concrete details about workplace, policy.","{'clarity': 3.25, 'simplicity': 3.0, 'brevity_economy': 2.75, 'structure_flow': 2.5, 'specificity_precision': 3.5, 'humanity_voice': 3.25, 'overall': 3.0}"
google/gemini-3.1-flash-lite-preview,memo_schedule_change,memo,"Gemini 3.1 Flash Lite Preview response to Schedule change memo.

This memo piece addresses the task directly, keeps the scope contained, and includes a few concrete details about operations, workplace.","{'clarity': 3.25, 'simplicity': 3.0, 'brevity_economy': 2.3333, 'structure_flow': 2.9167, 'specificity_precision': 3.5, 'humanity_voice': 3.25, 'overall': 3.0}"
google/gemini-3.1-flash-lite-preview,oped_bus_lanes,persuasion_oped,"Gemini 3.1 Flash Lite Preview response to Bus lanes op-ed.

This persuasion oped piece addresses the task directly, keeps the scope contained, and includes a few concrete details about transportation, policy.","{'clarity': 2.5833, 'simplicity': 3.1667, 'brevity_economy': 2.9167, 'structure_flow': 3.5, 'specificity_precision': 2.8333, 'humanity_voice': 2.5833, 'overall': 3.1667}"
google/gemini-3.1-flash-lite-preview,oped_corner_store,persuasion_oped,"Gemini 3.1 Flash Lite Preview response to Corner store zoning op-ed.

This persuasion oped piece addresses the task directly, keeps the scope contained, and includes a few concrete details about urbanism, community.","{'clarity': 3.75, 'simplicity': 2.6667, 'brevity_economy': 2.4167, 'structure_flow': 3.0, 'specificity_precision': 3.1667, 'humanity_voice': 3.75, 'overall': 2.6667}"
