prompt_id,axis,score
memo_incident_response,clarity,4.1667
memo_incident_response,humanity_voice,3.1944
memo_incident_response,overall,3.3333
memo_incident_response,simplicity,3.75
memo_incident_response,specificity_precision,3.7222
memo_incident_response,structure_flow,3.6944
memo_remote_work_policy,brevity_economy,3.2778
memo_remote_work_policy,clarity,3.6667
memo_remote_work_policy,humanity_voice,3.1111
memo_remote_work_policy,overall,2.8056
memo_remote_work_policy,simplicity,3.6667
memo_remote_work_policy,specificity_precision,3.4722
memo_remote_work_policy,structure_flow,3.1111
memo_schedule_change,brevity_economy,3.7778
memo_schedule_change,clarity,4.1944
memo_schedule_change,humanity_voice,3.5
memo_schedule_change,overall,3.7222
memo_schedule_change,simplicity,4.1111
memo_schedule_change,specificity_precision,3.75
memo_schedule_change,structure_flow,3.9722
oped_bus_lanes,brevity_economy,3.3333
oped_bus_lanes,clarity,3.7222
oped_bus_lanes,humanity_voice,3.6944
oped_bus_lanes,overall,3.0
oped_bus_lanes,simplicity,3.5278
oped_bus_lanes,specificity_precision,3.3056
oped_bus_lanes,structure_flow,2.9167
oped_corner_store,brevity_economy,3.25
oped_corner_store,clarity,4.1111
oped_corner_store,humanity_voice,4.1667
oped_corner_store,overall,3.1667
oped_corner_store,simplicity,3.9444
oped_corner_store,specificity_precision,3.4444
oped_corner_store,structure_flow,3.1667
oped_library_hours,brevity_economy,3.3333
oped_library_hours,clarity,3.9444
oped_library_hours,humanity_voice,3.7778
oped_library_hours,overall,3.1389
oped_library_hours,simplicity,3.7778
oped_library_hours,specificity_precision,3.2222
oped_library_hours,structure_flow,3.25
personal_first_day_union_job,brevity_economy,3.4722
personal_first_day_union_job,clarity,3.8889
personal_first_day_union_job,humanity_voice,4.1111
personal_first_day_union_job,overall,3.0556
personal_first_day_union_job,simplicity,3.9444
personal_first_day_union_job,specificity_precision,3.9444
personal_first_day_union_job,structure_flow,2.9167
personal_night_shift_bus,brevity_economy,3.6286
personal_night_shift_bus,clarity,4.1714
personal_night_shift_bus,humanity_voice,4.4286
personal_night_shift_bus,overall,3.5429
personal_night_shift_bus,simplicity,3.7143
personal_night_shift_bus,specificity_precision,4.4286
personal_night_shift_bus,structure_flow,3.3143
personal_public_pool,brevity_economy,3.7429
personal_public_pool,clarity,4.4857
personal_public_pool,humanity_voice,4.4571
personal_public_pool,overall,3.3143
personal_public_pool,simplicity,4.3429
personal_public_pool,specificity_precision,4.3143
personal_public_pool,structure_flow,3.0857
profile_ferry_captain,brevity_economy,3.5429
profile_ferry_captain,clarity,3.9714
profile_ferry_captain,humanity_voice,4.4857
profile_ferry_captain,overall,3.2
profile_ferry_captain,simplicity,3.9143
profile_ferry_captain,specificity_precision,4.4857
profile_ferry_captain,structure_flow,2.8857
profile_public_defender,brevity_economy,3.5556
profile_public_defender,clarity,3.9167
profile_public_defender,humanity_voice,4.0278
profile_public_defender,overall,2.9444
profile_public_defender,simplicity,3.8333
profile_public_defender,specificity_precision,3.8333
profile_public_defender,structure_flow,2.8889
profile_school_custodian,brevity_economy,3.4722
profile_school_custodian,clarity,3.9167
profile_school_custodian,humanity_voice,4.1111
profile_school_custodian,overall,3.4444
profile_school_custodian,simplicity,3.7778
profile_school_custodian,specificity_precision,3.9444
profile_school_custodian,structure_flow,3.4444
