candidate_model_id,prompt_id,prompt_category,word_count,minimum_words,status,reason
deepseek/deepseek-v3.2,personal_night_shift_bus,personal_nonfiction,224,200,ok,
deepseek/deepseek-v3.2,personal_public_pool,personal_nonfiction,682,200,ok,
deepseek/deepseek-v3.2,profile_ferry_captain,profile,396,200,ok,
deepseek/deepseek-v3.2,profile_public_defender,profile,243,200,ok,
deepseek/deepseek-v3.2,profile_school_custodian,profile,537,200,ok,
google/gemini-3.1-flash-lite-preview,explain_food_recall,explain,651,120,ok,
google/gemini-3.1-flash-lite-preview,explain_heat_pumps,explain,395,120,ok,
google/gemini-3.1-flash-lite-preview,explain_municipal_bonds,explain,472,120,ok,
google/gemini-3.1-flash-lite-preview,explain_property_tax,explain,655,120,ok,
google/gemini-3.1-flash-lite-preview,howto_neighborhood_meeting,service_howto,681,140,ok,
google/gemini-3.1-flash-lite-preview,howto_report_water_leak,service_howto,649,120,ok,
google/gemini-3.1-flash-lite-preview,howto_school_board_comment,service_howto,722,140,ok,
google/gemini-3.1-flash-lite-preview,memo_budget_freeze,memo,395,100,ok,
google/gemini-3.1-flash-lite-preview,memo_incident_response,memo,342,100,ok,
google/gemini-3.1-flash-lite-preview,memo_remote_work_policy,memo,439,100,ok,
google/gemini-3.1-flash-lite-preview,memo_schedule_change,memo,339,100,ok,
google/gemini-3.1-flash-lite-preview,oped_bus_lanes,persuasion_oped,573,200,ok,
google/gemini-3.1-flash-lite-preview,oped_corner_store,persuasion_oped,548,200,ok,
google/gemini-3.1-flash-lite-preview,oped_library_hours,persuasion_oped,522,200,ok,
google/gemini-3.1-flash-lite-preview,personal_first_day_union_job,personal_nonfiction,616,200,ok,
google/gemini-3.1-flash-lite-preview,personal_night_shift_bus,personal_nonfiction,669,200,ok,
google/gemini-3.1-flash-lite-preview,personal_public_pool,personal_nonfiction,632,200,ok,
google/gemini-3.1-flash-lite-preview,profile_ferry_captain,profile,731,200,ok,
google/gemini-3.1-flash-lite-preview,profile_public_defender,profile,680,200,ok,
google/gemini-3.1-flash-lite-preview,profile_school_custodian,profile,701,200,ok,
google/gemini-3.1-pro-preview,explain_food_recall,explain,776,120,ok,
google/gemini-3.1-pro-preview,explain_heat_pumps,explain,519,120,ok,
google/gemini-3.1-pro-preview,explain_municipal_bonds,explain,693,120,ok,
google/gemini-3.1-pro-preview,explain_property_tax,explain,835,120,ok,
google/gemini-3.1-pro-preview,howto_neighborhood_meeting,service_howto,792,140,ok,
google/gemini-3.1-pro-preview,howto_report_water_leak,service_howto,775,120,ok,
google/gemini-3.1-pro-preview,howto_school_board_comment,service_howto,825,140,ok,
google/gemini-3.1-pro-preview,memo_budget_freeze,memo,474,100,ok,
google/gemini-3.1-pro-preview,memo_incident_response,memo,430,100,ok,
google/gemini-3.1-pro-preview,memo_remote_work_policy,memo,543,100,ok,
google/gemini-3.1-pro-preview,memo_schedule_change,memo,364,100,ok,
google/gemini-3.1-pro-preview,oped_bus_lanes,persuasion_oped,561,200,ok,
google/gemini-3.1-pro-preview,oped_corner_store,persuasion_oped,547,200,ok,
google/gemini-3.1-pro-preview,oped_library_hours,persuasion_oped,571,200,ok,
google/gemini-3.1-pro-preview,personal_first_day_union_job,personal_nonfiction,781,200,ok,
google/gemini-3.1-pro-preview,personal_night_shift_bus,personal_nonfiction,707,200,ok,
google/gemini-3.1-pro-preview,personal_public_pool,personal_nonfiction,698,200,ok,
google/gemini-3.1-pro-preview,profile_ferry_captain,profile,719,200,ok,
google/gemini-3.1-pro-preview,profile_public_defender,profile,808,200,ok,
google/gemini-3.1-pro-preview,profile_school_custodian,profile,746,200,ok,
minimax/minimax-m2.5,explain_food_recall,explain,251,120,ok,
minimax/minimax-m2.5,explain_heat_pumps,explain,392,120,ok,
minimax/minimax-m2.5,explain_municipal_bonds,explain,380,120,ok,
minimax/minimax-m2.5,explain_property_tax,explain,273,120,ok,
minimax/minimax-m2.5,howto_neighborhood_meeting,service_howto,313,140,ok,
minimax/minimax-m2.5,howto_report_water_leak,service_howto,297,120,ok,
minimax/minimax-m2.5,howto_school_board_comment,service_howto,312,140,ok,
minimax/minimax-m2.5,memo_budget_freeze,memo,314,100,ok,
minimax/minimax-m2.5,memo_incident_response,memo,282,100,ok,
minimax/minimax-m2.5,memo_remote_work_policy,memo,242,100,ok,
minimax/minimax-m2.5,memo_schedule_change,memo,263,100,ok,
minimax/minimax-m2.5,oped_bus_lanes,persuasion_oped,150,200,quarantined,too_short
minimax/minimax-m2.5,oped_corner_store,persuasion_oped,239,200,ok,
minimax/minimax-m2.5,oped_library_hours,persuasion_oped,604,200,ok,
minimax/minimax-m2.5,personal_first_day_union_job,personal_nonfiction,258,200,ok,
minimax/minimax-m2.5,personal_night_shift_bus,personal_nonfiction,210,200,ok,
minimax/minimax-m2.5,personal_public_pool,personal_nonfiction,273,200,ok,
minimax/minimax-m2.5,profile_ferry_captain,profile,272,200,ok,
minimax/minimax-m2.5,profile_public_defender,profile,280,200,ok,
minimax/minimax-m2.5,profile_school_custodian,profile,992,200,ok,
moonshotai/kimi-k2.5,explain_food_recall,explain,138,120,ok,
moonshotai/kimi-k2.5,explain_heat_pumps,explain,295,120,ok,
moonshotai/kimi-k2.5,explain_municipal_bonds,explain,485,120,ok,
moonshotai/kimi-k2.5,explain_property_tax,explain,126,120,ok,
moonshotai/kimi-k2.5,howto_neighborhood_meeting,service_howto,198,140,ok,
moonshotai/kimi-k2.5,howto_report_water_leak,service_howto,165,120,ok,
moonshotai/kimi-k2.5,howto_school_board_comment,service_howto,155,140,ok,
moonshotai/kimi-k2.5,memo_budget_freeze,memo,467,100,ok,
moonshotai/kimi-k2.5,memo_incident_response,memo,146,100,ok,
moonshotai/kimi-k2.5,memo_remote_work_policy,memo,482,100,ok,
moonshotai/kimi-k2.5,memo_schedule_change,memo,397,100,ok,
moonshotai/kimi-k2.5,oped_bus_lanes,persuasion_oped,112,200,quarantined,too_short
moonshotai/kimi-k2.5,oped_corner_store,persuasion_oped,529,200,ok,
moonshotai/kimi-k2.5,oped_library_hours,persuasion_oped,214,200,ok,
moonshotai/kimi-k2.5,personal_first_day_union_job,personal_nonfiction,1039,200,ok,
moonshotai/kimi-k2.5,personal_night_shift_bus,personal_nonfiction,1029,200,ok,
moonshotai/kimi-k2.5,personal_public_pool,personal_nonfiction,679,200,ok,
moonshotai/kimi-k2.5,profile_ferry_captain,profile,804,200,ok,
moonshotai/kimi-k2.5,profile_public_defender,profile,1051,200,ok,
moonshotai/kimi-k2.5,profile_school_custodian,profile,636,200,ok,
openai/gpt-5.3-chat,explain_food_recall,explain,410,120,ok,
openai/gpt-5.3-chat,explain_heat_pumps,explain,232,120,ok,
openai/gpt-5.3-chat,explain_municipal_bonds,explain,361,120,ok,
openai/gpt-5.3-chat,explain_property_tax,explain,410,120,ok,
openai/gpt-5.3-chat,howto_neighborhood_meeting,service_howto,397,140,ok,
openai/gpt-5.3-chat,howto_report_water_leak,service_howto,361,120,ok,
openai/gpt-5.3-chat,howto_school_board_comment,service_howto,400,140,ok,
openai/gpt-5.3-chat,memo_budget_freeze,memo,334,100,ok,
openai/gpt-5.3-chat,memo_incident_response,memo,337,100,ok,
openai/gpt-5.3-chat,memo_remote_work_policy,memo,379,100,ok,
openai/gpt-5.3-chat,memo_schedule_change,memo,184,100,ok,
openai/gpt-5.3-chat,oped_bus_lanes,persuasion_oped,420,200,ok,
openai/gpt-5.3-chat,oped_corner_store,persuasion_oped,392,200,ok,
openai/gpt-5.3-chat,oped_library_hours,persuasion_oped,356,200,ok,
openai/gpt-5.3-chat,personal_first_day_union_job,personal_nonfiction,345,200,ok,
openai/gpt-5.3-chat,personal_night_shift_bus,personal_nonfiction,370,200,ok,
openai/gpt-5.3-chat,personal_public_pool,personal_nonfiction,363,200,ok,
openai/gpt-5.3-chat,profile_ferry_captain,profile,365,200,ok,
openai/gpt-5.3-chat,profile_public_defender,profile,400,200,ok,
openai/gpt-5.3-chat,profile_school_custodian,profile,367,200,ok,
openai/gpt-5.4,explain_food_recall,explain,302,120,ok,
openai/gpt-5.4,explain_heat_pumps,explain,284,120,ok,
openai/gpt-5.4,explain_municipal_bonds,explain,351,120,ok,
openai/gpt-5.4,explain_property_tax,explain,282,120,ok,
openai/gpt-5.4,howto_neighborhood_meeting,service_howto,332,140,ok,
openai/gpt-5.4,howto_report_water_leak,service_howto,318,120,ok,
openai/gpt-5.4,howto_school_board_comment,service_howto,327,140,ok,
openai/gpt-5.4,memo_budget_freeze,memo,297,100,ok,
openai/gpt-5.4,memo_incident_response,memo,245,100,ok,
openai/gpt-5.4,memo_remote_work_policy,memo,314,100,ok,
openai/gpt-5.4,memo_schedule_change,memo,300,100,ok,
openai/gpt-5.4,oped_bus_lanes,persuasion_oped,381,200,ok,
openai/gpt-5.4,oped_corner_store,persuasion_oped,362,200,ok,
openai/gpt-5.4,oped_library_hours,persuasion_oped,372,200,ok,
openai/gpt-5.4,personal_first_day_union_job,personal_nonfiction,1392,200,ok,
openai/gpt-5.4,personal_night_shift_bus,personal_nonfiction,277,200,ok,
openai/gpt-5.4,personal_public_pool,personal_nonfiction,296,200,ok,
openai/gpt-5.4,profile_ferry_captain,profile,295,200,ok,
openai/gpt-5.4,profile_public_defender,profile,1660,200,ok,
openai/gpt-5.4,profile_school_custodian,profile,243,200,ok,
qwen/qwen3.5-35b-a3b,explain_food_recall,explain,261,120,ok,
qwen/qwen3.5-35b-a3b,explain_heat_pumps,explain,374,120,ok,
qwen/qwen3.5-35b-a3b,explain_municipal_bonds,explain,375,120,ok,
qwen/qwen3.5-35b-a3b,explain_property_tax,explain,288,120,ok,
qwen/qwen3.5-35b-a3b,howto_neighborhood_meeting,service_howto,270,140,ok,
qwen/qwen3.5-35b-a3b,howto_report_water_leak,service_howto,382,120,ok,
qwen/qwen3.5-35b-a3b,howto_school_board_comment,service_howto,364,140,ok,
qwen/qwen3.5-35b-a3b,memo_budget_freeze,memo,256,100,ok,
qwen/qwen3.5-35b-a3b,memo_incident_response,memo,369,100,ok,
qwen/qwen3.5-35b-a3b,memo_remote_work_policy,memo,355,100,ok,
qwen/qwen3.5-35b-a3b,memo_schedule_change,memo,303,100,ok,
qwen/qwen3.5-35b-a3b,oped_bus_lanes,persuasion_oped,272,200,ok,
qwen/qwen3.5-35b-a3b,oped_corner_store,persuasion_oped,408,200,ok,
qwen/qwen3.5-35b-a3b,oped_library_hours,persuasion_oped,271,200,ok,
qwen/qwen3.5-35b-a3b,personal_first_day_union_job,personal_nonfiction,308,200,ok,
qwen/qwen3.5-35b-a3b,personal_night_shift_bus,personal_nonfiction,411,200,ok,
qwen/qwen3.5-35b-a3b,personal_public_pool,personal_nonfiction,403,200,ok,
qwen/qwen3.5-35b-a3b,profile_ferry_captain,profile,384,200,ok,
qwen/qwen3.5-35b-a3b,profile_public_defender,profile,263,200,ok,
qwen/qwen3.5-35b-a3b,profile_school_custodian,profile,280,200,ok,
x-ai/grok-4.1-fast,explain_food_recall,explain,355,120,ok,
x-ai/grok-4.1-fast,explain_heat_pumps,explain,355,120,ok,
x-ai/grok-4.1-fast,explain_municipal_bonds,explain,380,120,ok,
x-ai/grok-4.1-fast,explain_property_tax,explain,357,120,ok,
x-ai/grok-4.1-fast,howto_neighborhood_meeting,service_howto,350,140,ok,
x-ai/grok-4.1-fast,howto_report_water_leak,service_howto,356,120,ok,
x-ai/grok-4.1-fast,howto_school_board_comment,service_howto,343,140,ok,
x-ai/grok-4.1-fast,memo_budget_freeze,memo,343,100,ok,
x-ai/grok-4.1-fast,memo_incident_response,memo,361,100,ok,
x-ai/grok-4.1-fast,memo_remote_work_policy,memo,352,100,ok,
x-ai/grok-4.1-fast,memo_schedule_change,memo,255,100,ok,
x-ai/grok-4.1-fast,oped_bus_lanes,persuasion_oped,381,200,ok,
x-ai/grok-4.1-fast,oped_corner_store,persuasion_oped,396,200,ok,
x-ai/grok-4.1-fast,oped_library_hours,persuasion_oped,387,200,ok,
x-ai/grok-4.1-fast,personal_first_day_union_job,personal_nonfiction,383,200,ok,
x-ai/grok-4.1-fast,personal_night_shift_bus,personal_nonfiction,368,200,ok,
x-ai/grok-4.1-fast,personal_public_pool,personal_nonfiction,401,200,ok,
x-ai/grok-4.1-fast,profile_ferry_captain,profile,362,200,ok,
x-ai/grok-4.1-fast,profile_public_defender,profile,374,200,ok,
x-ai/grok-4.1-fast,profile_school_custodian,profile,375,200,ok,
z-ai/glm-5,explain_food_recall,explain,819,120,ok,
z-ai/glm-5,explain_heat_pumps,explain,525,120,ok,
z-ai/glm-5,explain_municipal_bonds,explain,435,120,ok,
z-ai/glm-5,explain_property_tax,explain,313,120,ok,
z-ai/glm-5,howto_neighborhood_meeting,service_howto,472,140,ok,
z-ai/glm-5,howto_report_water_leak,service_howto,890,120,ok,
z-ai/glm-5,howto_school_board_comment,service_howto,585,140,ok,
z-ai/glm-5,memo_budget_freeze,memo,396,100,ok,
z-ai/glm-5,memo_incident_response,memo,292,100,ok,
z-ai/glm-5,memo_remote_work_policy,memo,416,100,ok,
z-ai/glm-5,memo_schedule_change,memo,370,100,ok,
z-ai/glm-5,oped_bus_lanes,persuasion_oped,399,200,ok,
z-ai/glm-5,oped_corner_store,persuasion_oped,541,200,ok,
z-ai/glm-5,oped_library_hours,persuasion_oped,87,200,quarantined,too_short
z-ai/glm-5,personal_first_day_union_job,personal_nonfiction,234,200,ok,
z-ai/glm-5,personal_night_shift_bus,personal_nonfiction,1199,200,ok,
z-ai/glm-5,personal_public_pool,personal_nonfiction,228,200,ok,
z-ai/glm-5,profile_ferry_captain,profile,259,200,ok,
z-ai/glm-5,profile_public_defender,profile,282,200,ok,
z-ai/glm-5,profile_school_custodian,profile,377,200,ok,
